employee_id,transfer_date,from_agency_code,from_agency_name,to_agency_code,to_agency_name,job_grade_id,job_grade_name,employee_name,source_system,is_cross_agency,transfer_year,transfer_quarter,gold_ts
A001566,10/21/2023,A,Agency A,G,Agency G,2,Lead,Oscar Loh,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A001716,9/27/2025,D,Agency D,H,Agency H,2,Lead,Zara Yang,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A002231,6/26/2025,A,Agency A,B,Agency B,1,Staff,Arjun Tay,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A003461,6/12/2025,B,Agency B,D,Agency D,1,Staff,Hannah Smith,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A003647,4/14/2023,B,Agency B,A,Agency A,2,Lead,Yusuf Huang,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A005684,10/19/2025,B,Agency B,A,Agency A,1,Staff,Ivan Yang,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A006596,3/5/2023,F,Agency F,A,Agency A,1,Staff,Pooja Sim,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A008056,11/22/2025,B,Agency B,G,Agency G,1,Staff,Wendy Kwong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A008252,9/24/2024,B,Agency B,H,Agency H,1,Staff,Michael Chua,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A008470,2/25/2025,B,Agency B,D,Agency D,1,Staff,Karen Yap,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A008535,11/16/2021,F,Agency F,B,Agency B,2,Lead,Irene Ahmad,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A009849,1/16/2025,C,Agency C,B,Agency B,1,Staff,Wendy Wang,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A010056,12/8/2025,D,Agency D,C,Agency C,4,Deputy Director,Rachel Rao,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A012364,5/7/2022,D,Agency D,C,Agency C,1,Staff,Hui Yeo,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A012965,9/17/2022,D,Agency D,C,Agency C,3,Assistant Director,Olivia Johnson,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A013453,12/30/2025,A,Agency A,D,Agency D,4,Deputy Director,Priya Poh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A013770,2/19/2025,A,Agency A,B,Agency B,1,Staff,Aaron Ng,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A013825,12/22/2024,F,Agency F,A,Agency A,2,Lead,Grace Jones,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A016048,8/28/2025,A,Agency A,F,Agency F,1,Staff,Yi Yang,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A016742,5/19/2025,A,Agency A,H,Agency H,2,Lead,Andre Lau,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A016859,7/2/2024,A,Agency A,F,Agency F,4,Deputy Director,Leonard Tan,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A020634,1/15/2025,B,Agency B,G,Agency G,1,Staff,Leonard Poh,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A022829,2/28/2025,B,Agency B,A,Agency A,1,Staff,Jun Kwek,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A024406,11/2/2022,G,Agency G,C,Agency C,2,Lead,Fiona Leong,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A024678,5/14/2023,C,Agency C,B,Agency B,1,Staff,Priya Khoo,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A025918,11/3/2025,F,Agency F,A,Agency A,1,Staff,Omar Heng,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A026209,9/2/2023,D,Agency D,C,Agency C,3,Assistant Director,Kai Fong,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A028161,7/28/2025,F,Agency F,A,Agency A,1,Staff,Irene Soh,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A029255,5/22/2025,A,Agency A,C,Agency C,1,Staff,Rohit Lee,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A030076,9/11/2021,A,Agency A,G,Agency G,2,Lead,Steven Leong,SYSTEM A,1,2021,3,2026-03-27T07:12:24.498Z
A030720,11/13/2025,A,Agency A,F,Agency F,1,Staff,Fiona Mok,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A033387,5/9/2024,D,Agency D,C,Agency C,2,Lead,Charles Low,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A034672,2/29/2024,D,Agency D,H,Agency H,3,Assistant Director,Rui Chia,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A038428,2/7/2023,A,Agency A,B,Agency B,3,Assistant Director,Zachary Wang,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A039956,12/5/2025,A,Agency A,H,Agency H,1,Staff,Arun Ibrahim,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A041399,8/21/2025,A,Agency A,D,Agency D,1,Staff,Andre Wong,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A043623,10/27/2023,D,Agency D,H,Agency H,1,Staff,Brenda Chen,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A046166,9/14/2024,D,Agency D,F,Agency F,1,Staff,Yvonne Ng,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A046498,4/18/2023,D,Agency D,G,Agency G,1,Staff,Wei Lau,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A076039,9/21/2025,H,Agency H,D,Agency D,1,Staff,Xavier Low,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A076095,5/22/2023,A,Agency A,G,Agency G,1,Staff,Teresa Yap,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A076382,7/15/2023,F,Agency F,H,Agency H,1,Staff,Grace Nair,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A077047,2/21/2025,D,Agency D,C,Agency C,1,Staff,Teresa Yeo,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A077431,12/13/2025,D,Agency D,F,Agency F,1,Staff,Winifred Goh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A078004,10/20/2023,C,Agency C,D,Agency D,1,Staff,Patricia Ismail,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A079814,6/28/2025,B,Agency B,D,Agency D,1,Staff,Vincent Williams,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A080186,11/13/2025,D,Agency D,B,Agency B,1,Staff,Hui Sharma,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A080765,4/28/2023,D,Agency D,G,Agency G,2,Lead,Hafiz Anderson,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A081562,12/29/2025,F,Agency F,H,Agency H,2,Lead,Diana Ong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A082779,4/25/2025,C,Agency C,D,Agency D,1,Staff,Quentin Ismail,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A082978,12/25/2025,B,Agency B,A,Agency A,2,Lead,Hafiz Lim,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A083928,12/31/2025,B,Agency B,F,Agency F,1,Staff,Omar Davis,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A084105,7/11/2022,B,Agency B,D,Agency D,1,Staff,Benjamin Quek,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A084147,10/6/2025,D,Agency D,F,Agency F,3,Assistant Director,Kai Lau,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A085386,7/18/2023,A,Agency A,F,Agency F,4,Deputy Director,Oscar Leong,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A085441,11/4/2025,D,Agency D,F,Agency F,2,Lead,Pooja Quek,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A086903,9/5/2025,A,Agency A,G,Agency G,1,Staff,Deepa Goh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A088381,2/11/2024,G,Agency G,D,Agency D,1,Staff,Marcus Martinez,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A088448,4/18/2023,B,Agency B,C,Agency C,1,Staff,Fiona Leong,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A089973,1/2/2026,D,Agency D,B,Agency B,1,Staff,Frank Zhang,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A090087,2/26/2024,B,Agency B,H,Agency H,3,Assistant Director,Andre Cheong,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A090377,11/3/2025,A,Agency A,G,Agency G,2,Lead,Benjamin Reddy,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A090609,10/16/2024,A,Agency A,G,Agency G,1,Staff,Farah Yusof,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A090849,3/19/2023,D,Agency D,H,Agency H,2,Lead,Yi Lau,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A090884,11/22/2025,B,Agency B,A,Agency A,1,Staff,Calvin Kaur,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A091067,3/20/2022,F,Agency F,A,Agency A,4,Deputy Director,Hui Pillai,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A091240,12/12/2025,D,Agency D,F,Agency F,5,Director,Ulric Singh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A092115,12/15/2025,D,Agency D,G,Agency G,1,Staff,Linda Leong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A092436,7/20/2023,B,Agency B,D,Agency D,3,Assistant Director,Xavier Johnson,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A092521,12/1/2024,A,Agency A,H,Agency H,2,Lead,Ling Patel,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A093624,1/8/2025,C,Agency C,G,Agency G,1,Staff,Jasmine Yang,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A093944,7/16/2024,F,Agency F,B,Agency B,1,Staff,Leonard Ng,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A094690,11/17/2025,D,Agency D,A,Agency A,3,Assistant Director,Nathan Pillai,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A094925,11/29/2025,H,Agency H,B,Agency B,2,Lead,James Phua,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A095122,3/29/2025,D,Agency D,G,Agency G,1,Staff,Betty Lau,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A097397,5/3/2023,B,Agency B,G,Agency G,1,Staff,David Sharma,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A000865,10/25/2021,D,Agency D,A,Agency A,4,Deputy Director,Wayne Jones,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A001930,1/7/2025,F,Agency F,C,Agency C,1,Staff,Wendy Ong,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A004633,7/16/2025,D,Agency D,G,Agency G,1,Staff,George Liu,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A012986,1/20/2023,A,Agency A,G,Agency G,2,Lead,Amirah Fong,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A013182,1/4/2026,D,Agency D,H,Agency H,0,Others,Yi Kwek,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A013254,7/24/2025,A,Agency A,C,Agency C,1,Staff,Eugene Malik,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A014523,2/8/2023,A,Agency A,C,Agency C,2,Lead,Olivia Reddy,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A015829,3/3/2025,D,Agency D,H,Agency H,1,Staff,Yi Wilson,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A016713,6/27/2024,D,Agency D,H,Agency H,2,Lead,Ramesh Wang,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A018475,5/21/2024,A,Agency A,H,Agency H,1,Staff,Benjamin Khoo,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A018919,7/20/2025,B,Agency B,H,Agency H,3,Assistant Director,Nathan Chen,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A019566,9/24/2023,A,Agency A,F,Agency F,2,Lead,Brenda Liang,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A020324,6/1/2024,C,Agency C,H,Agency H,2,Lead,George Rajan,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A020689,11/19/2025,G,Agency G,B,Agency B,4,Deputy Director,Frank Ong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A021841,10/5/2022,A,Agency A,C,Agency C,3,Assistant Director,Nina Yap,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A023199,6/13/2021,F,Agency F,G,Agency G,2,Lead,Arjun Tay,SYSTEM A,1,2021,2,2026-03-27T07:12:24.498Z
A025820,1/5/2024,B,Agency B,D,Agency D,2,Lead,Wei Anderson,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A025942,11/28/2025,C,Agency C,G,Agency G,1,Staff,Calvin Smith,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A026017,5/21/2025,A,Agency A,H,Agency H,1,Staff,Grace Rajan,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A027485,1/17/2025,H,Agency H,G,Agency G,2,Lead,Ulric Quek,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A028592,4/29/2025,B,Agency B,D,Agency D,2,Lead,Vanessa Rao,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A029733,2/6/2025,G,Agency G,B,Agency B,4,Deputy Director,Pooja Rahman,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A031068,12/17/2024,D,Agency D,H,Agency H,3,Assistant Director,Zara Ibrahim,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A031364,12/3/2025,B,Agency B,C,Agency C,2,Lead,Deborah Sim,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A035427,11/24/2024,B,Agency B,G,Agency G,1,Staff,Gerald Chua,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A037111,6/2/2023,C,Agency C,F,Agency F,1,Staff,Mei Reddy,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A037537,4/9/2025,B,Agency B,A,Agency A,5,Director,Kavitha Cheong,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A041179,10/3/2024,F,Agency F,D,Agency D,1,Staff,Peter Smith,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A041301,1/5/2025,A,Agency A,F,Agency F,1,Staff,Zhen Johnson,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A041637,5/27/2024,B,Agency B,G,Agency G,1,Staff,Ivan Johnson,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A044555,2/26/2025,B,Agency B,D,Agency D,5,Director,Clara Low,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A046597,12/10/2025,B,Agency B,H,Agency H,2,Lead,Suresh Seah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A047320,4/5/2025,D,Agency D,A,Agency A,2,Lead,Jing Brown,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A074719,6/22/2025,B,Agency B,G,Agency G,1,Staff,Ramesh Leong,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A076011,5/2/2025,D,Agency D,C,Agency C,2,Lead,Uma Lin,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A076017,5/26/2025,B,Agency B,A,Agency A,1,Staff,Aaron Low,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A076225,12/17/2025,A,Agency A,F,Agency F,1,Staff,Sophia Teo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A076364,8/20/2025,G,Agency G,F,Agency F,1,Staff,Amirah Chong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A076964,3/28/2024,H,Agency H,F,Agency F,2,Lead,Helena Wilson,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A077553,8/8/2023,A,Agency A,B,Agency B,1,Staff,Jasmine Goh,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A078530,11/10/2023,F,Agency F,B,Agency B,1,Staff,Lily Soh,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A078569,11/27/2023,A,Agency A,F,Agency F,2,Lead,Ivan Lau,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A079619,6/19/2021,G,Agency G,C,Agency C,3,Assistant Director,Nancy Liu,SYSTEM B,1,2021,2,2026-03-27T07:12:24.498Z
A079819,5/12/2022,D,Agency D,H,Agency H,2,Lead,Karen Hassan,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A080099,4/26/2023,A,Agency A,G,Agency G,2,Lead,Peter Wong,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A080234,4/6/2023,A,Agency A,C,Agency C,2,Lead,Priya Zhao,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A080833,7/12/2024,A,Agency A,B,Agency B,2,Lead,Rizal Kwek,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A081843,1/9/2025,B,Agency B,C,Agency C,2,Lead,Olivia Lin,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A082279,2/14/2023,H,Agency H,B,Agency B,3,Assistant Director,Wayne Goh,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A082655,7/4/2024,A,Agency A,H,Agency H,1,Staff,Alice Rajan,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A082685,10/4/2025,C,Agency C,B,Agency B,2,Lead,Meena Davis,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A082996,12/25/2022,B,Agency B,A,Agency A,2,Lead,Uma Kwong,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A083206,5/25/2025,B,Agency B,F,Agency F,3,Assistant Director,Benjamin Brown,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A083812,11/12/2023,F,Agency F,B,Agency B,2,Lead,Thomas Lin,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A084496,12/17/2025,A,Agency A,G,Agency G,2,Lead,Siti Leong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A084598,9/9/2024,B,Agency B,C,Agency C,2,Lead,Alice Johnson,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A084749,5/15/2023,A,Agency A,H,Agency H,1,Staff,Calvin Loh,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A085249,11/9/2025,B,Agency B,G,Agency G,1,Staff,Steven Heng,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A086496,12/19/2024,A,Agency A,G,Agency G,1,Staff,David Chia,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A087538,9/14/2024,D,Agency D,B,Agency B,3,Assistant Director,Vanessa Khoo,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A087561,11/23/2025,C,Agency C,H,Agency H,1,Staff,Mei Liu,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A087642,3/25/2024,G,Agency G,D,Agency D,2,Lead,Lily Hassan,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A087777,5/2/2023,A,Agency A,C,Agency C,2,Lead,Vanessa Chua,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A088586,12/23/2025,B,Agency B,H,Agency H,1,Staff,Olivia Kaur,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A088696,5/18/2023,D,Agency D,B,Agency B,1,Staff,James Singh,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A088814,9/11/2025,D,Agency D,H,Agency H,1,Staff,Zhen Garcia,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A090809,2/6/2022,G,Agency G,A,Agency A,4,Deputy Director,Arun Liu,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A090835,9/11/2023,H,Agency H,F,Agency F,1,Staff,Marcus Kumar,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A091081,10/12/2025,A,Agency A,H,Agency H,4,Deputy Director,Sophia Chan,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A094020,6/30/2025,D,Agency D,A,Agency A,1,Staff,Vincent Quek,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A094338,7/25/2025,C,Agency C,H,Agency H,2,Lead,Rajan Mohamed,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A094913,6/12/2025,F,Agency F,A,Agency A,2,Lead,Xerxes Quek,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A095557,8/25/2023,B,Agency B,D,Agency D,1,Staff,Quinn Anderson,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A097367,9/23/2025,C,Agency C,H,Agency H,1,Staff,Michael Kaur,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A098599,11/28/2021,A,Agency A,H,Agency H,1,Staff,Helena Liang,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A098651,7/28/2025,C,Agency C,H,Agency H,2,Lead,Gerald Johnson,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A001171,11/2/2022,D,Agency D,A,Agency A,1,Staff,Mei Davis,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A001409,9/24/2024,B,Agency B,H,Agency H,2,Lead,Sunita Fong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A002952,10/19/2022,D,Agency D,H,Agency H,1,Staff,Wei Jones,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A003600,5/16/2024,D,Agency D,A,Agency A,2,Lead,Meena Yang,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A008646,9/27/2025,C,Agency C,H,Agency H,1,Staff,Fiona Ho,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A008800,7/22/2024,B,Agency B,G,Agency G,2,Lead,Vishal Foo,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A008936,9/7/2025,B,Agency B,F,Agency F,1,Staff,Thomas Sim,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A009256,5/23/2023,A,Agency A,F,Agency F,2,Lead,Grace Lee,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A010716,8/11/2025,B,Agency B,C,Agency C,3,Assistant Director,Vanessa Chan,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A010877,9/9/2025,D,Agency D,B,Agency B,1,Staff,Marcus Hassan,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A011758,1/29/2025,A,Agency A,C,Agency C,1,Staff,Xavier Martinez,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A012331,7/20/2024,B,Agency B,H,Agency H,1,Staff,Patricia Tan,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A014886,3/22/2023,H,Agency H,A,Agency A,3,Assistant Director,Leonard Beh,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A015585,7/24/2023,B,Agency B,D,Agency D,4,Deputy Director,Peter Smith,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A017182,1/3/2026,B,Agency B,H,Agency H,1,Staff,Rachel Goh,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A019223,6/25/2021,A,Agency A,G,Agency G,2,Lead,Marcus Malik,SYSTEM A,1,2021,2,2026-03-27T07:12:24.498Z
A019916,12/1/2025,G,Agency G,B,Agency B,1,Staff,Mei Ismail,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A024676,11/29/2021,D,Agency D,B,Agency B,3,Assistant Director,Rizal Beh,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A024776,7/14/2023,D,Agency D,A,Agency A,2,Lead,Uma Rao,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A026134,9/20/2024,F,Agency F,B,Agency B,1,Staff,Rajan Sim,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A026699,6/5/2025,F,Agency F,G,Agency G,1,Staff,Samuel Yusof,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A027780,10/14/2025,D,Agency D,C,Agency C,1,Staff,Omar Heng,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A028583,11/12/2025,F,Agency F,H,Agency H,1,Staff,Clara Koh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A029147,10/16/2021,D,Agency D,H,Agency H,4,Deputy Director,Rajan Tay,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A032763,8/19/2025,D,Agency D,C,Agency C,1,Staff,Irene Smith,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A032862,6/1/2023,A,Agency A,C,Agency C,1,Staff,Hafiz Mohamed,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A036186,2/21/2023,A,Agency A,F,Agency F,3,Assistant Director,Xena Zhang,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A036207,12/30/2025,B,Agency B,G,Agency G,1,Staff,Brenda Wu,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A036700,7/8/2025,D,Agency D,A,Agency A,2,Lead,Yusuf Davis,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A038083,5/7/2025,G,Agency G,H,Agency H,2,Lead,Helena Beh,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A039775,11/20/2025,F,Agency F,D,Agency D,1,Staff,Wei Chan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A041582,8/21/2022,A,Agency A,B,Agency B,2,Lead,Xena Quek,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A042349,10/6/2025,D,Agency D,G,Agency G,1,Staff,Ling Abdullah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A043315,10/10/2025,A,Agency A,G,Agency G,2,Lead,Hua Malik,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A043546,7/4/2025,A,Agency A,B,Agency B,3,Assistant Director,Zhen Sim,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A044099,11/9/2025,F,Agency F,D,Agency D,1,Staff,Julia Leong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A046589,4/10/2025,C,Agency C,F,Agency F,1,Staff,Leonard Sharma,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A046752,6/5/2025,C,Agency C,B,Agency B,2,Lead,Grace Yang,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A048278,5/9/2025,A,Agency A,G,Agency G,1,Staff,Xavier Rahman,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A048345,4/19/2022,C,Agency C,A,Agency A,4,Deputy Director,Hafiz Ho,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A048488,12/3/2025,B,Agency B,F,Agency F,1,Staff,Deepa Pillai,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A074470,1/5/2026,D,Agency D,H,Agency H,1,Staff,Ying Soh,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
