employee_id,exit_date,employee_name,hire_date,gender,employment_type,agency_code,agency_name,job_grade_id,job_grade_name,exit_reason,source_system,tenure_months,is_voluntary,exit_year,exit_quarter,exit_month,gold_ts
A039368,7/7/2025,Arjun Wee,10/5/2024,F,T,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,9.06451613,1,2025,3,7,2026-03-27T07:12:20.414Z
A040637,12/12/2024,Frank Ng,2/12/2022,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,34,1,2024,4,12,2026-03-27T07:12:20.414Z
A041185,3/5/2023,Fiona Sharma,6/11/2022,F,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,8.80645161,1,2023,1,3,2026-03-27T07:12:20.414Z
A041202,11/24/2025,Rui Low,7/19/2025,M,P,D,Agency D,2,Lead,Personal,SYSTEM A,4.16129032,1,2025,4,11,2026-03-27T07:12:20.414Z
A042013,4/9/2023,Kevin Mok,7/18/2021,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,20.70967742,1,2023,2,4,2026-03-27T07:12:20.414Z
A044962,10/15/2023,Hui Wu,6/23/2022,M,P,B,Agency B,1,Staff,Personal,SYSTEM A,15.74193548,1,2023,4,10,2026-03-27T07:12:20.414Z
A045495,6/8/2025,Xerxes Ooi,11/14/2022,F,T,A,Agency A,1,Staff,Personal,SYSTEM A,30.80645161,1,2025,2,6,2026-03-27T07:12:20.414Z
A047193,10/28/2025,Wendy Tan,2/28/2025,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,8,1,2025,4,10,2026-03-27T07:12:20.414Z
A048529,11/15/2022,Betty Chua,9/7/2021,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,14.25806452,1,2022,4,11,2026-03-27T07:12:20.414Z
A048846,12/29/2025,Benjamin Jones,9/21/2025,F,C,H,Agency H,1,Staff,Personal,SYSTEM A,3.25806452,1,2025,4,12,2026-03-27T07:12:20.414Z
A049224,4/21/2023,Betty Chee,10/30/2022,F,C,A,Agency A,1,Staff,Personal,SYSTEM A,5.70967742,1,2023,2,4,2026-03-27T07:12:20.414Z
A075175,12/24/2022,Nancy Kwong,1/28/2021,M,ACTIVE,B,Agency B,1,Staff,Termination,SYSTEM B,22.87096774,0,2022,4,12,2026-03-27T07:12:20.414Z
A075218,2/25/2025,Suresh Hassan,11/4/2024,M,ACTIVE,F,Agency F,2,Lead,Better Opportunity,SYSTEM B,3.67741935,1,2025,1,2,2026-03-27T07:12:20.414Z
A075375,5/7/2025,Nina Wee,12/3/2023,F,ACTIVE,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM B,17.12903226,1,2025,2,5,2026-03-27T07:12:20.414Z
A075406,12/16/2025,Hafiz Tay,10/14/2025,M,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,2.06451613,0,2025,4,12,2026-03-27T07:12:20.414Z
A075589,11/18/2023,Uma Davis,3/28/2021,F,ACTIVE,B,Agency B,2,Lead,Better Opportunity,SYSTEM B,31.67741935,1,2023,4,11,2026-03-27T07:12:20.414Z
A076609,9/29/2025,Wayne Sharma,9/28/2024,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,12.03225806,1,2025,3,9,2026-03-27T07:12:20.414Z
A076710,4/13/2025,Hafiz Koh,1/21/2024,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,14.74193548,1,2025,2,4,2026-03-27T07:12:20.414Z
A076952,7/13/2025,Calvin Martinez,5/14/2025,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,1.96774194,1,2025,3,7,2026-03-27T07:12:20.414Z
A077287,5/3/2025,Zara Sharma,3/31/2024,M,ACTIVE,C,Agency C,3,Assistant Director,Personal,SYSTEM B,13.09677419,1,2025,2,5,2026-03-27T07:12:20.414Z
A077451,1/7/2026,Leonard Teo,10/22/2024,M,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,14.51612903,1,2026,1,1,2026-03-27T07:12:20.414Z
A077488,6/19/2025,Siti Phua,8/9/2023,M,ACTIVE,B,Agency B,1,Staff,Termination,SYSTEM B,22.32258065,0,2025,2,6,2026-03-27T07:12:20.414Z
A077934,12/6/2025,Priya Ahmad,9/6/2025,F,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,3,1,2025,4,12,2026-03-27T07:12:20.414Z
A078564,5/26/2025,Olivia Kwek,2/11/2024,F,ACTIVE,A,Agency A,2,Lead,Personal,SYSTEM B,15.48387097,1,2025,2,5,2026-03-27T07:12:20.414Z
A080239,1/7/2023,Charles Goh,6/5/2022,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,7.06451613,1,2023,1,1,2026-03-27T07:12:20.414Z
A082791,11/8/2025,Edward Khoo,8/26/2025,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,2.41935484,1,2025,4,11,2026-03-27T07:12:20.414Z
A083195,10/12/2024,Nathan Williams,10/15/2022,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,23.90322581,1,2024,4,10,2026-03-27T07:12:20.414Z
A083299,8/14/2025,Rohit Khoo,5/21/2025,F,ACTIVE,C,Agency C,2,Lead,Personal,SYSTEM B,2.77419355,1,2025,3,8,2026-03-27T07:12:20.414Z
A083431,3/13/2023,Thomas Wee,4/14/2022,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,10.96774194,1,2023,1,3,2026-03-27T07:12:20.414Z
A083597,10/16/2025,Michael Chen,7/8/2023,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,27.25806452,1,2025,4,10,2026-03-27T07:12:20.414Z
A084011,6/22/2025,Meena Chan,10/11/2024,F,ACTIVE,F,Agency F,2,Lead,Better Opportunity,SYSTEM B,8.35483871,1,2025,2,6,2026-03-27T07:12:20.414Z
A084902,10/4/2021,Ling Johnson,1/6/2021,F,ACTIVE,A,Agency A,5,Director,Personal,SYSTEM B,8.93548387,1,2021,4,10,2026-03-27T07:12:20.414Z
A085545,5/18/2023,Xena Tan,4/23/2022,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,12.83870968,1,2023,2,5,2026-03-27T07:12:20.414Z
A086256,6/19/2023,Ramesh Sharma,1/5/2023,F,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,5.4516129,1,2023,2,6,2026-03-27T07:12:20.414Z
A086678,12/21/2025,Kavitha Zhang,11/13/2023,F,ACTIVE,H,Agency H,2,Lead,Personal,SYSTEM B,25.25806452,1,2025,4,12,2026-03-27T07:12:20.414Z
A088166,7/16/2023,Nathan Mohamed,7/18/2021,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,23.93548387,1,2023,3,7,2026-03-27T07:12:20.414Z
A088263,1/12/2026,Zachary Patel,3/13/2024,F,ACTIVE,C,Agency C,4,Deputy Director,Personal,SYSTEM B,21.96774194,1,2026,1,1,2026-03-27T07:12:20.414Z
A088750,12/23/2025,Wei Leong,7/4/2023,F,ACTIVE,F,Agency F,2,Lead,Better Opportunity,SYSTEM B,29.61290323,1,2025,4,12,2026-03-27T07:12:20.414Z
A089880,1/30/2026,Steven Tan,2/7/2023,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,35.74193548,1,2026,1,1,2026-03-27T07:12:20.414Z
A089888,10/29/2023,Zachary Fong,2/15/2021,M,ACTIVE,D,Agency D,2,Lead,Termination,SYSTEM B,32.4516129,0,2023,4,10,2026-03-27T07:12:20.414Z
A089912,3/25/2025,Ling Chew,5/5/2024,F,ACTIVE,B,Agency B,2,Lead,Better Opportunity,SYSTEM B,10.64516129,1,2025,1,3,2026-03-27T07:12:20.414Z
A089932,7/30/2023,Xena Ahmad,10/4/2022,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,9.83870968,1,2023,3,7,2026-03-27T07:12:20.414Z
A090116,6/5/2023,Yusuf Seah,2/24/2021,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,27.38709677,1,2023,2,6,2026-03-27T07:12:20.414Z
A090429,9/24/2025,Quinn Yusof,12/2/2023,M,ACTIVE,F,Agency F,2,Lead,Better Opportunity,SYSTEM B,21.70967742,1,2025,3,9,2026-03-27T07:12:20.414Z
A091780,1/13/2026,Florence Reddy,3/20/2023,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,33.77419355,1,2026,1,1,2026-03-27T07:12:20.414Z
A092178,11/19/2025,Jun Lim,1/9/2025,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,10.32258065,1,2025,4,11,2026-03-27T07:12:20.414Z
A092291,5/11/2023,Zhen Goh,11/20/2022,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,5.70967742,1,2023,2,5,2026-03-27T07:12:20.414Z
A093201,5/29/2025,Jing Quek,3/7/2024,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,14.70967742,1,2025,2,5,2026-03-27T07:12:20.414Z
A093794,3/31/2024,Samuel Sharma,9/8/2023,M,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,6.74193548,1,2024,1,3,2026-03-27T07:12:20.414Z
A093951,1/6/2025,Helena Ho,9/1/2022,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,28.16129032,1,2025,1,1,2026-03-27T07:12:20.414Z
A096130,10/27/2023,George Kumar,7/9/2021,M,ACTIVE,A,Agency A,2,Lead,Personal,SYSTEM B,27.58064516,1,2023,4,10,2026-03-27T07:12:20.414Z
A096738,7/12/2025,Kenneth Ismail,1/18/2025,F,ACTIVE,A,Agency A,2,Lead,Personal,SYSTEM B,5.80645161,1,2025,3,7,2026-03-27T07:12:20.414Z
A097654,9/8/2025,Hannah Chen,3/10/2025,M,ACTIVE,C,Agency C,2,Lead,Better Opportunity,SYSTEM B,5.93548387,1,2025,3,9,2026-03-27T07:12:20.414Z
A097837,7/2/2024,Ramesh Quek,6/6/2023,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,12.87096774,1,2024,3,7,2026-03-27T07:12:20.414Z
A097945,7/19/2022,Wayne Loh,3/11/2022,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,4.25806452,1,2022,3,7,2026-03-27T07:12:20.414Z
A098243,8/9/2022,Steven Fong,7/23/2021,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,12.5483871,1,2022,3,8,2026-03-27T07:12:20.414Z
A098282,10/24/2025,Mei Ho,11/11/2023,F,ACTIVE,H,Agency H,1,Staff,Personal,SYSTEM B,23.41935484,1,2025,4,10,2026-03-27T07:12:20.414Z
A098355,3/31/2025,Rajan Beh,1/16/2025,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,2.48387097,1,2025,1,3,2026-03-27T07:12:20.414Z
A000489,1/4/2024,Diana Martinez,3/15/2021,M,C,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,33.64516129,1,2024,1,1,2026-03-27T07:12:20.414Z
A001907,11/8/2024,Deepa Liu,7/13/2022,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,27.83870968,1,2024,4,11,2026-03-27T07:12:20.414Z
A002627,8/29/2025,Victor Wee,6/24/2025,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,2.16129032,1,2025,3,8,2026-03-27T07:12:20.414Z
A003868,4/21/2022,Kavitha Kumar,1/10/2021,F,P,F,Agency F,1,Staff,Health,SYSTEM A,15.35483871,0,2022,2,4,2026-03-27T07:12:20.414Z
A005672,11/3/2023,Lily Quek,8/13/2021,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,26.67741935,1,2023,4,11,2026-03-27T07:12:20.414Z
A007874,9/25/2025,Yusuf Martinez,3/5/2024,F,P,A,Agency A,2,Lead,Health,SYSTEM A,18.64516129,0,2025,3,9,2026-03-27T07:12:20.414Z
A008060,4/29/2023,Benjamin Chua,8/22/2021,M,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,20.22580645,1,2023,2,4,2026-03-27T07:12:20.414Z
A011411,12/7/2023,Kai Garcia,10/14/2022,F,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,13.77419355,1,2023,4,12,2026-03-27T07:12:20.414Z
A012837,5/22/2022,Andre Cheong,8/4/2021,M,P,D,Agency D,5,Director,Better Opportunity,SYSTEM A,9.58064516,1,2022,2,5,2026-03-27T07:12:20.414Z
A015328,6/11/2023,Zachary Chen,1/25/2023,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,4.5483871,1,2023,2,6,2026-03-27T07:12:20.414Z
A019626,3/23/2024,Linda Teo,6/27/2023,M,C,A,Agency A,1,Staff,Personal,SYSTEM A,8.87096774,1,2024,1,3,2026-03-27T07:12:20.414Z
A021052,10/30/2025,Meena Liu,8/1/2025,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,2.93548387,1,2025,4,10,2026-03-27T07:12:20.414Z
A022187,9/15/2025,Edward Wu,2/13/2024,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,19.06451613,1,2025,3,9,2026-03-27T07:12:20.414Z
A022343,3/13/2026,Vanessa Abdullah,12/23/2025,M,P,B,Agency B,3,Assistant Director,Better Opportunity,SYSTEM A,2.67741935,1,2026,1,3,2026-03-27T07:12:20.414Z
A022345,12/1/2024,Julia Malik,1/9/2024,F,P,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,10.74193548,1,2024,4,12,2026-03-27T07:12:20.414Z
A023715,9/30/2025,Uma Tan,10/2/2023,F,C,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,23.90322581,1,2025,3,9,2026-03-27T07:12:20.414Z
A023746,10/25/2021,Vanessa Smith,6/26/2021,M,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,3.96774194,1,2021,4,10,2026-03-27T07:12:20.414Z
A024059,3/10/2022,Meena Zhao,11/14/2021,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,3.87096774,1,2022,1,3,2026-03-27T07:12:20.414Z
A025394,8/27/2024,Uma Leong,10/23/2023,F,C,A,Agency A,2,Lead,Personal,SYSTEM A,10.12903226,1,2024,3,8,2026-03-27T07:12:20.414Z
A027986,4/18/2025,Mary Soh,2/5/2024,M,C,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,14.41935484,1,2025,2,4,2026-03-27T07:12:20.414Z
A028287,11/10/2022,Thomas Reddy,6/18/2022,F,P,G,Agency G,3,Assistant Director,Better Opportunity,SYSTEM A,4.74193548,1,2022,4,11,2026-03-27T07:12:20.414Z
A031869,4/9/2025,Linda Sim,7/3/2022,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,33.19354839,1,2025,2,4,2026-03-27T07:12:20.414Z
A032178,1/28/2025,Hui Foo,10/11/2023,F,P,B,Agency B,1,Staff,Termination,SYSTEM A,15.5483871,0,2025,1,1,2026-03-27T07:12:20.414Z
A032558,1/9/2026,Samuel Leong,2/14/2024,F,P,F,Agency F,1,Staff,Personal,SYSTEM A,22.83870968,1,2026,1,1,2026-03-27T07:12:20.414Z
A035111,5/6/2023,Fiona Fong,3/28/2021,M,P,B,Agency B,2,Lead,Personal,SYSTEM A,25.29032258,1,2023,2,5,2026-03-27T07:12:20.414Z
A037119,7/17/2022,Brenda Smith,8/12/2021,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,11.16129032,1,2022,3,7,2026-03-27T07:12:20.414Z
A037611,1/4/2026,Vanessa Tay,8/24/2025,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,4.35483871,1,2026,1,1,2026-03-27T07:12:20.414Z
A043224,2/6/2023,Kavitha Khoo,10/10/2022,F,T,B,Agency B,1,Staff,Personal,SYSTEM A,3.87096774,1,2023,1,2,2026-03-27T07:12:20.414Z
A043898,9/23/2025,Henry Soh,6/9/2025,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,3.4516129,1,2025,3,9,2026-03-27T07:12:20.414Z
A043979,12/31/2024,Fang Heng,8/19/2024,M,P,C,Agency C,1,Staff,Health,SYSTEM A,4.38709677,0,2024,4,12,2026-03-27T07:12:20.414Z
A044616,8/5/2026,Jun Williams,10/6/2025,M,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,9.96774194,1,2026,3,8,2026-03-27T07:12:20.414Z
A049182,10/17/2025,Benjamin Yap,10/22/2024,M,P,A,Agency A,5,Director,Personal,SYSTEM A,11.83870968,1,2025,4,10,2026-03-27T07:12:20.414Z
A049361,11/29/2025,Suresh Singh,8/31/2023,F,C,H,Agency H,2,Lead,Better Opportunity,SYSTEM A,26.93548387,1,2025,4,11,2026-03-27T07:12:20.414Z
A074416,9/28/2023,Xavier Koh,4/28/2021,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,29,1,2023,3,9,2026-03-27T07:12:20.414Z
A074715,2/10/2024,Yi Kwek,11/4/2023,M,ACTIVE,A,Agency A,1,Staff,Termination,SYSTEM B,3.19354839,0,2024,1,2,2026-03-27T07:12:20.414Z
A076127,6/2/2024,Kavitha Chia,1/22/2023,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,16.35483871,1,2024,2,6,2026-03-27T07:12:20.414Z
A076653,10/10/2025,Arun Zhang,11/12/2024,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,10.93548387,1,2025,4,10,2026-03-27T07:12:20.414Z
A077143,12/17/2024,Uma Wee,7/13/2024,F,ACTIVE,C,Agency C,1,Staff,Termination,SYSTEM B,5.12903226,0,2024,4,12,2026-03-27T07:12:20.414Z
A078547,9/13/2025,Yi Yeo,3/7/2025,M,ACTIVE,B,Agency B,1,Staff,Health,SYSTEM B,6.19354839,0,2025,3,9,2026-03-27T07:12:20.414Z
A078682,7/21/2025,Marcus Kaur,11/11/2024,F,ACTIVE,H,Agency H,3,Assistant Director,Better Opportunity,SYSTEM B,8.32258065,1,2025,3,7,2026-03-27T07:12:20.414Z
A079149,3/30/2022,Hua Garcia,4/5/2021,M,ACTIVE,H,Agency H,3,Assistant Director,Better Opportunity,SYSTEM B,11.80645161,1,2022,1,3,2026-03-27T07:12:20.414Z
A081903,2/19/2025,Karen Chen,10/20/2021,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,39.96774194,1,2025,1,2,2026-03-27T07:12:20.414Z
A082393,1/6/2023,Deepa Jones,8/3/2022,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,5.09677419,1,2023,1,1,2026-03-27T07:12:20.414Z
A082511,10/13/2025,Peter Zhao,1/8/2023,M,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,33.16129032,1,2025,4,10,2026-03-27T07:12:20.414Z
A082526,12/11/2023,Yusuf Kumar,4/5/2023,F,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,8.19354839,1,2023,4,12,2026-03-27T07:12:20.414Z
A083081,10/28/2025,Kai Anderson,6/29/2025,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,3.96774194,1,2025,4,10,2026-03-27T07:12:20.414Z
A083289,10/30/2025,Linda Lim,7/5/2025,F,ACTIVE,D,Agency D,1,Staff,Termination,SYSTEM B,3.80645161,0,2025,4,10,2026-03-27T07:12:20.414Z
A083720,1/19/2026,Ulric Mohamed,4/20/2025,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,8.96774194,1,2026,1,1,2026-03-27T07:12:20.414Z
A084138,11/27/2025,Julia Wang,9/22/2023,M,ACTIVE,D,Agency D,4,Deputy Director,Personal,SYSTEM B,26.16129032,1,2025,4,11,2026-03-27T07:12:20.414Z
A084993,1/27/2026,Edward Garcia,12/17/2024,M,ACTIVE,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM B,13.32258065,1,2026,1,1,2026-03-27T07:12:20.414Z
A085111,9/5/2025,Fiona Foo,9/13/2024,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,11.74193548,1,2025,3,9,2026-03-27T07:12:20.414Z
A085116,5/27/2024,Eugene Tan,12/9/2023,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,5.58064516,1,2024,2,5,2026-03-27T07:12:20.414Z
A086113,11/1/2023,Grace Lim,11/21/2021,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,23.35483871,1,2023,4,11,2026-03-27T07:12:20.414Z
A086314,10/5/2025,Nathan Kwek,3/17/2025,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,6.61290323,1,2025,4,10,2026-03-27T07:12:20.414Z
A087035,6/8/2025,Steven Chew,1/16/2025,M,ACTIVE,G,Agency G,3,Assistant Director,Better Opportunity,SYSTEM B,4.74193548,1,2025,2,6,2026-03-27T07:12:20.414Z
A087830,11/25/2025,Kai Lau,8/14/2023,F,ACTIVE,G,Agency G,1,Staff,Health,SYSTEM B,27.35483871,0,2025,4,11,2026-03-27T07:12:20.414Z
A088896,11/8/2024,Hua Kwong,6/13/2021,F,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,40.83870968,1,2024,4,11,2026-03-27T07:12:20.414Z
A090050,10/28/2021,Nina Ibrahim,7/29/2021,F,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,2.96774194,1,2021,4,10,2026-03-27T07:12:20.414Z
A091656,9/13/2025,Jing Anderson,5/15/2025,F,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,3.93548387,1,2025,3,9,2026-03-27T07:12:20.414Z
A091761,2/11/2025,Kevin Chen,3/10/2023,F,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,23.03225806,1,2025,1,2,2026-03-27T07:12:20.414Z
A092126,10/28/2024,Peter Malik,7/20/2024,F,ACTIVE,G,Agency G,2,Lead,Better Opportunity,SYSTEM B,3.25806452,1,2024,4,10,2026-03-27T07:12:20.414Z
A092264,6/7/2022,Yusuf Williams,1/17/2021,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,16.67741935,1,2022,2,6,2026-03-27T07:12:20.414Z
A092957,11/24/2022,Sunita Tan,7/11/2022,F,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,4.41935484,1,2022,4,11,2026-03-27T07:12:20.414Z
A093775,6/10/2023,Preethi Soh,2/27/2022,M,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,15.4516129,1,2023,2,6,2026-03-27T07:12:20.414Z
A094485,6/3/2025,Gerald Ahmad,8/13/2022,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,33.67741935,1,2025,2,6,2026-03-27T07:12:20.414Z
A097800,12/22/2025,Arun Sharma,8/8/2023,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,28.4516129,1,2025,4,12,2026-03-27T07:12:20.414Z
A097961,9/11/2023,Teresa Tan,9/1/2022,M,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,12.32258065,0,2023,3,9,2026-03-27T07:12:20.414Z
A000616,10/25/2022,Rohit Chia,8/11/2021,M,P,B,Agency B,2,Lead,Personal,SYSTEM A,14.4516129,1,2022,4,10,2026-03-27T07:12:20.414Z
A002091,4/26/2024,Brenda Liang,7/27/2022,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,20.96774194,1,2024,2,4,2026-03-27T07:12:20.414Z
A002445,1/11/2026,Calvin Brown,9/7/2024,F,P,G,Agency G,2,Lead,Better Opportunity,SYSTEM A,16.12903226,1,2026,1,1,2026-03-27T07:12:20.414Z
A003827,12/23/2025,Winifred Beh,5/12/2024,F,C,B,Agency B,1,Staff,Health,SYSTEM A,19.35483871,0,2025,4,12,2026-03-27T07:12:20.414Z
A006483,7/26/2025,Helena Chee,11/10/2022,M,C,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,32.51612903,1,2025,3,7,2026-03-27T07:12:20.414Z
A006533,8/18/2024,Steven Fong,2/10/2022,F,C,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,30.25806452,1,2024,3,8,2026-03-27T07:12:20.414Z
A007058,9/26/2025,Hannah Anderson,5/10/2024,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,16.51612903,1,2025,3,9,2026-03-27T07:12:20.414Z
A007957,11/29/2025,Rizal Chia,8/13/2025,M,T,D,Agency D,2,Lead,Personal,SYSTEM A,3.51612903,1,2025,4,11,2026-03-27T07:12:20.414Z
A008217,7/27/2025,Siti Foo,6/4/2024,M,C,H,Agency H,5,Director,Personal,SYSTEM A,13.74193548,1,2025,3,7,2026-03-27T07:12:20.414Z
A009174,2/4/2024,Thomas Lau,5/3/2021,F,P,F,Agency F,2,Lead,Termination,SYSTEM A,33.03225806,0,2024,1,2,2026-03-27T07:12:20.414Z
A009302,7/26/2024,Betty Kaur,4/23/2022,F,P,D,Agency D,1,Staff,Personal,SYSTEM A,27.09677419,1,2024,3,7,2026-03-27T07:12:20.414Z
A012192,11/5/2025,Siti Beh,3/7/2025,M,P,A,Agency A,2,Lead,Termination,SYSTEM A,7.93548387,0,2025,4,11,2026-03-27T07:12:20.414Z
A014848,10/27/2023,Aaron Chia,2/6/2023,F,P,C,Agency C,3,Assistant Director,Better Opportunity,SYSTEM A,8.67741935,1,2023,4,10,2026-03-27T07:12:20.414Z
A015361,5/1/2025,Mary Ng,2/25/2025,M,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,2.22580645,1,2025,2,5,2026-03-27T07:12:20.414Z
A017414,6/1/2023,Eugene Wang,12/17/2021,M,P,H,Agency H,1,Staff,Personal,SYSTEM A,17.48387097,1,2023,2,6,2026-03-27T07:12:20.414Z
A017494,2/2/2026,Xavier Singh,8/3/2024,M,C,C,Agency C,4,Deputy Director,Better Opportunity,SYSTEM A,17.96774194,1,2026,1,2,2026-03-27T07:12:20.414Z
A019466,3/8/2026,Hafiz Smith,1/3/2026,M,C,B,Agency B,2,Lead,Termination,SYSTEM A,2.16129032,0,2026,1,3,2026-03-27T07:12:20.414Z
A020715,5/15/2022,Arjun Yang,6/15/2021,M,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,11,1,2022,2,5,2026-03-27T07:12:20.414Z
A021512,10/9/2025,Patricia Smith,10/20/2023,M,P,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,23.64516129,1,2025,4,10,2026-03-27T07:12:20.414Z
A022154,5/24/2025,Hannah Loh,1/13/2025,M,C,A,Agency A,5,Director,Better Opportunity,SYSTEM A,4.35483871,1,2025,2,5,2026-03-27T07:12:20.414Z
A024155,8/21/2025,Kenneth Kaur,5/1/2024,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,15.64516129,1,2025,3,8,2026-03-27T07:12:20.414Z
A024887,8/28/2023,Clara Phua,1/26/2022,F,C,B,Agency B,3,Assistant Director,Better Opportunity,SYSTEM A,19.06451613,1,2023,3,8,2026-03-27T07:12:20.414Z
A027425,12/18/2023,Yvonne Wilson,7/21/2023,M,C,F,Agency F,3,Assistant Director,Health,SYSTEM A,4.90322581,0,2023,4,12,2026-03-27T07:12:20.414Z
A028773,12/11/2025,Rohit Ho,2/16/2025,M,C,C,Agency C,3,Assistant Director,Personal,SYSTEM A,9.83870968,1,2025,4,12,2026-03-27T07:12:20.414Z
A028789,11/6/2022,Calvin Johnson,4/26/2022,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,6.35483871,1,2022,4,11,2026-03-27T07:12:20.414Z
